2026-03-28 03:58:12,250 | INFO | MainThread | Raw rows found: 7
2026-03-28 03:58:37,626 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 03:58:37,742 | INFO | MainThread | Completed raw row 4 with status 'ok'.
2026-03-28 03:58:39,285 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 03:58:39,401 | INFO | MainThread | Completed raw row 3 with status 'ok'.
2026-03-28 03:58:39,790 | INFO | MainThread | Appended 11 processed rows into 'processed data'.
2026-03-28 04:07:26,120 | INFO | MainThread | Raw rows found: 7
2026-03-28 04:07:26,121 | INFO | MainThread | Already processed submissions: 0
2026-03-28 04:07:26,121 | INFO | MainThread | Already processed drive file IDs: 0
2026-03-28 04:07:26,122 | INFO | MainThread | Already processed operation numbers: 0
2026-03-28 04:07:26,122 | INFO | MainThread | Pending submissions: 11
2026-03-28 04:07:26,124 | INFO | MainThread | Using model 'gpt-5-nano' with max_workers=8.
2026-03-28 04:07:26,585 | INFO | ThreadPoolExecutor-0_0 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,585 | INFO | ThreadPoolExecutor-0_1 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,602 | INFO | ThreadPoolExecutor-0_6 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,602 | INFO | ThreadPoolExecutor-0_4 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,602 | INFO | ThreadPoolExecutor-0_5 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,610 | INFO | ThreadPoolExecutor-0_7 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,610 | INFO | ThreadPoolExecutor-0_2 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:26,610 | INFO | ThreadPoolExecutor-0_3 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:07:30,887 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:07:30,896 | INFO | MainThread | Completed raw row 6 with status 'duplicate_file_content'.
2026-03-28 04:07:31,704 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:07:31,727 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:07:32,527 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:07:42,914 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:07:43,129 | INFO | MainThread | Completed raw row 8 with status 'ok'.
2026-03-28 04:07:44,246 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:07:44,352 | INFO | MainThread | Completed raw row 5 with status 'ok'.
2026-03-28 04:07:45,882 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:07:45,992 | INFO | MainThread | Completed raw row 2 with status 'ok'.
2026-03-28 04:07:46,908 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:07:47,021 | INFO | MainThread | Completed raw row 3 with status 'ok'.
2026-03-28 04:07:47,828 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:07:47,945 | INFO | MainThread | Completed raw row 7 with status 'ok'.
2026-03-28 04:07:51,005 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:07:51,107 | INFO | MainThread | Completed raw row 4 with status 'ok'.
2026-03-28 04:07:51,518 | INFO | MainThread | Appended 11 processed rows into 'processed data'.
2026-03-28 04:10:31,490 | INFO | MainThread | Raw rows found: 7
2026-03-28 04:10:31,492 | INFO | MainThread | Already processed submissions: 0
2026-03-28 04:10:31,493 | INFO | MainThread | Already processed drive file IDs: 0
2026-03-28 04:10:31,494 | INFO | MainThread | Already processed operation numbers: 0
2026-03-28 04:10:31,494 | INFO | MainThread | Pending submissions: 11
2026-03-28 04:10:31,494 | INFO | MainThread | Using model 'gpt-5-mini' with max_workers=8.
2026-03-28 04:10:31,846 | INFO | ThreadPoolExecutor-0_0 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,846 | INFO | ThreadPoolExecutor-0_1 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,846 | INFO | ThreadPoolExecutor-0_2 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,846 | INFO | ThreadPoolExecutor-0_3 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,850 | INFO | ThreadPoolExecutor-0_4 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,970 | INFO | ThreadPoolExecutor-0_5 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,988 | INFO | ThreadPoolExecutor-0_6 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:31,997 | INFO | ThreadPoolExecutor-0_7 | file_cache is only supported with oauth2client<4.0.0
2026-03-28 04:10:36,332 | INFO | MainThread | Completed raw row 7 with status 'duplicate_file_content'.
2026-03-28 04:10:36,366 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:10:37,287 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:10:38,067 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:10:38,194 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-28 04:10:48,879 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:10:49,118 | INFO | MainThread | Completed raw row 2 with status 'ok'.
2026-03-28 04:10:52,972 | INFO | ThreadPoolExecutor-0_4 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:10:53,105 | INFO | MainThread | Completed raw row 6 with status 'ok'.
2026-03-28 04:10:53,174 | INFO | ThreadPoolExecutor-0_6 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:10:53,279 | INFO | MainThread | Completed raw row 8 with status 'ok'.
2026-03-28 04:10:55,650 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:10:55,759 | INFO | MainThread | Completed raw row 4 with status 'ok'.
2026-03-28 04:10:56,159 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:10:56,276 | INFO | MainThread | Completed raw row 3 with status 'ok'.
2026-03-28 04:10:56,775 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-28 04:10:56,893 | INFO | MainThread | Completed raw row 5 with status 'ok'.
2026-03-28 04:10:57,218 | INFO | MainThread | Appended 11 processed rows into 'processed data'.
2026-03-29 19:00:06,058 | INFO | MainThread | Raw rows found: 7
2026-03-29 19:00:06,059 | INFO | MainThread | Already processed submissions: 0
2026-03-29 19:00:06,059 | INFO | MainThread | Already processed drive file IDs: 0
2026-03-29 19:00:06,060 | INFO | MainThread | Already processed operation numbers: 0
2026-03-29 19:00:06,060 | INFO | MainThread | Pending submissions: 11
2026-03-29 19:00:06,060 | INFO | MainThread | Using model 'gpt-5-mini' with max_workers=8.
2026-03-29 19:00:06,343 | INFO | ThreadPoolExecutor-0_0 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,346 | INFO | ThreadPoolExecutor-0_3 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,347 | INFO | ThreadPoolExecutor-0_6 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,347 | INFO | ThreadPoolExecutor-0_2 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,348 | INFO | ThreadPoolExecutor-0_4 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,348 | INFO | ThreadPoolExecutor-0_7 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,349 | INFO | ThreadPoolExecutor-0_5 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:06,349 | INFO | ThreadPoolExecutor-0_1 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:00:10,351 | INFO | MainThread | Completed raw row 6 with status 'duplicate_file_content'.
2026-03-29 19:00:10,420 | INFO | MainThread | Completed raw row 7 with status 'duplicate_file_content'.
2026-03-29 19:00:11,240 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:00:11,463 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:00:12,244 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:00:21,619 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:00:21,764 | INFO | MainThread | Completed raw row 8 with status 'ok'.
2026-03-29 19:00:21,892 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:00:21,934 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:00:21,981 | INFO | MainThread | Completed raw row 3 with status 'ok'.
2026-03-29 19:00:22,015 | INFO | MainThread | Completed raw row 5 with status 'ok'.
2026-03-29 19:00:22,074 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:00:22,125 | INFO | MainThread | Completed raw row 4 with status 'ok'.
2026-03-29 19:00:22,339 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:00:22,398 | INFO | MainThread | Completed raw row 2 with status 'ok'.
2026-03-29 19:00:23,978 | INFO | ThreadPoolExecutor-0_6 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:00:24,040 | INFO | MainThread | Completed raw row 8 with status 'ok'.
2026-03-29 19:00:24,339 | INFO | MainThread | Appended 11 processed rows into 'processed data'.
2026-03-29 19:41:46,330 | INFO | MainThread | Raw rows found: 7
2026-03-29 19:41:46,331 | INFO | MainThread | Already processed submissions: 0
2026-03-29 19:41:46,332 | INFO | MainThread | Already processed drive file IDs: 0
2026-03-29 19:41:46,333 | INFO | MainThread | Already processed operation numbers: 0
2026-03-29 19:41:46,333 | INFO | MainThread | Pending submissions: 11
2026-03-29 19:41:46,333 | INFO | MainThread | Using model 'gpt-5-mini' with max_workers=8.
2026-03-29 19:41:46,407 | INFO | ThreadPoolExecutor-0_1 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,417 | INFO | ThreadPoolExecutor-0_0 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,453 | INFO | ThreadPoolExecutor-0_2 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,632 | INFO | ThreadPoolExecutor-0_3 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,632 | INFO | ThreadPoolExecutor-0_7 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,632 | INFO | ThreadPoolExecutor-0_6 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,632 | INFO | ThreadPoolExecutor-0_4 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:46,632 | INFO | ThreadPoolExecutor-0_5 | file_cache is only supported with oauth2client<4.0.0
2026-03-29 19:41:49,865 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:41:49,893 | INFO | MainThread | Completed raw row 6 with status 'duplicate_file_content'.
2026-03-29 19:41:50,753 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:41:50,754 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:41:51,572 | INFO | MainThread | Completed raw row 8 with status 'duplicate_file_content'.
2026-03-29 19:42:00,112 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:42:00,255 | INFO | MainThread | Completed raw row 7 with status 'ok'.
2026-03-29 19:42:02,430 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:42:02,505 | INFO | MainThread | Completed raw row 8 with status 'ok'.
2026-03-29 19:42:03,026 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:42:03,088 | INFO | MainThread | Completed raw row 2 with status 'ok'.
2026-03-29 19:42:03,176 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:42:03,242 | INFO | MainThread | Completed raw row 5 with status 'ok'.
2026-03-29 19:42:03,296 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:42:03,353 | INFO | MainThread | Completed raw row 3 with status 'ok'.
2026-03-29 19:42:11,195 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-29 19:42:11,256 | INFO | MainThread | Completed raw row 4 with status 'ok'.
2026-03-29 19:42:11,798 | INFO | MainThread | Appended 11 processed rows into 'processed data'.
2026-03-30 16:25:29,117 | INFO | MainThread | Skipping already processed file_id 1HmYE2RPBlvhOep2c36MxIopQKGt2YE17 from raw row 2.
2026-03-30 16:25:29,130 | INFO | MainThread | Skipping already processed file_id 1z0YNXkfpNP0YnJ7vwJLhTR__EHour3b2 from raw row 3.
2026-03-30 16:25:29,152 | INFO | MainThread | Skipping already processed file_id 1j4ZTSIMHV6mgHa1d8aDGW8ZJX2V-oxZJ from raw row 4.
2026-03-30 16:25:29,238 | INFO | MainThread | Skipping already processed file_id 1H8jSnkFRyodArTCthCUM0x-bRKgFc_ev from raw row 5.
2026-03-30 16:25:29,319 | INFO | MainThread | Skipping already processed file_id 1K0sufFO8OIa3QRdZKi3oJO8AJDOJOyNl from raw row 6.
2026-03-30 16:25:29,366 | INFO | MainThread | Skipping already processed file_id 1SiOg1KPREYFrNpzL1WpaSjhdd2Gt3yjZ from raw row 7.
2026-03-30 16:25:29,513 | INFO | MainThread | Skipping already processed file_id 1KW-qRDjDcQ40XnwOmvUXDm1d2UfBge3F from raw row 8.
2026-03-30 16:25:29,513 | INFO | MainThread | Skipping already processed file_id 1zYIGES2nVeCVLlzRecF7dpSWo9UjjQLj from raw row 8.
2026-03-30 16:25:29,513 | INFO | MainThread | Skipping already processed file_id 1ZytB2xziuPp8Tr_tWnsfDIUsDDdXFrvf from raw row 8.
2026-03-30 16:25:29,515 | INFO | MainThread | Skipping already processed file_id 1SeycN1TXlPODCssLpb4_OwtsD3Q_vqzA from raw row 8.
2026-03-30 16:25:29,515 | INFO | MainThread | Skipping already processed file_id 114Djf9YV8hVBuTPiChCAU2dlB8pw_TpQ from raw row 8.
2026-03-30 16:25:29,539 | INFO | MainThread | Raw rows found: 15
2026-03-30 16:25:29,540 | INFO | MainThread | Already processed submissions: 6
2026-03-30 16:25:29,540 | INFO | MainThread | Already processed drive file IDs: 11
2026-03-30 16:25:29,541 | INFO | MainThread | Already processed operation numbers: 6
2026-03-30 16:25:29,545 | INFO | MainThread | Pending submissions: 73
2026-03-30 16:25:29,546 | INFO | MainThread | Using model 'gpt-5-mini' with max_workers=8.
2026-03-30 16:25:29,820 | INFO | ThreadPoolExecutor-0_0 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,820 | INFO | ThreadPoolExecutor-0_1 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,823 | INFO | ThreadPoolExecutor-0_7 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,823 | INFO | ThreadPoolExecutor-0_4 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,823 | INFO | ThreadPoolExecutor-0_5 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,823 | INFO | ThreadPoolExecutor-0_6 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,825 | INFO | ThreadPoolExecutor-0_2 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:29,825 | INFO | ThreadPoolExecutor-0_3 | file_cache is only supported with oauth2client<4.0.0
2026-03-30 16:25:48,721 | INFO | ThreadPoolExecutor-0_4 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:48,777 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:48,887 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:48,888 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:49,125 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:49,182 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:50,673 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:50,728 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:51,098 | INFO | ThreadPoolExecutor-0_6 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:51,153 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:51,244 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:51,316 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:52,302 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:52,359 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:54,034 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:54,223 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:25:58,608 | INFO | ThreadPoolExecutor-0_4 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:25:58,611 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:26:04,079 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:04,086 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:04,456 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:04,463 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:04,855 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:04,861 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:07,052 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:07,057 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:07,853 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:07,859 | INFO | MainThread | Completed raw row 9 with status 'ok'.
2026-03-30 16:26:08,383 | INFO | ThreadPoolExecutor-0_6 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:08,388 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:11,039 | INFO | ThreadPoolExecutor-0_4 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:11,047 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:11,063 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:11,097 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:14,000 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:14,008 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:16,398 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:16,406 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:18,692 | INFO | ThreadPoolExecutor-0_6 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:18,698 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:19,817 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:19,821 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:20,938 | INFO | ThreadPoolExecutor-0_4 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:20,990 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:22,569 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:22,578 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:23,075 | INFO | ThreadPoolExecutor-0_0 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:23,111 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:26,001 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:26,035 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:26,341 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:26,346 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:29,182 | INFO | ThreadPoolExecutor-0_3 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:29,189 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:29,971 | INFO | ThreadPoolExecutor-0_6 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:30,009 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:32,716 | INFO | ThreadPoolExecutor-0_4 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:32,733 | INFO | MainThread | Completed raw row 11 with status 'ok'.
2026-03-30 16:26:34,825 | INFO | ThreadPoolExecutor-0_2 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:34,838 | INFO | MainThread | Completed raw row 12 with status 'ok'.
2026-03-30 16:26:35,914 | INFO | ThreadPoolExecutor-0_1 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:35,919 | INFO | MainThread | Completed raw row 10 with status 'ok'.
2026-03-30 16:26:37,429 | INFO | ThreadPoolExecutor-0_7 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:37,474 | INFO | MainThread | Completed raw row 12 with status 'ok'.
2026-03-30 16:26:38,711 | INFO | ThreadPoolExecutor-0_5 | HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 200 OK"
2026-03-30 16:26:38,721 | INFO | MainThread | Completed raw row 12 with status 'ok'.
